Word,Frequency,Probability
euclid's,1,0.00005
euclidean,2,0.00009
europe,1,0.00005
even,47,0.00216
event,3,0.00014
events,4,0.00018
ever,17,0.00078
every,17,0.00078
everyday,1,0.00005
everything,18,0.00083
evidence,42,0.00193
evident,37,0.00170
evident_,2,0.00009
evil,5,0.00023
exact,1,0.00005
exactly,6,0.00028
examination,4,0.00018
examine,8,0.00037
examined,5,0.00023
examines,1,0.00005
examining,3,0.00014
example,43,0.00198
examples,2,0.00009
exceedingly,1,0.00005
except,26,0.00120
exceptional,2,0.00009
exceptions,9,0.00041
excluded,2,0.00009
excluding,1,0.00005
exclusion,1,0.00005
exclusive,2,0.00009
exclusively,6,0.00028
exemplified,3,0.00014
exemplify,1,0.00005
exempt,2,0.00009
exist,54,0.00248
existed,5,0.00023
existence,55,0.00253
existent,1,0.00005
existing,9,0.00041
exists,33,0.00152
expect,6,0.00028
expectation,2,0.00009
expectations,12,0.00055
expecting,4,0.00018
expend,1,0.00005
expense,1,0.00005
expenses,2,0.00009
experience,80,0.00368
experienced,10,0.00046
experiences,15,0.00069
explained,3,0.00014
explaining,3,0.00014
explanation,2,0.00009
explicitly,1,0.00005
explored,1,0.00005
exploring,1,0.00005
exponents,1,0.00005
exporting,1,0.00005
express,5,0.00023
expressed,2,0.00009
expressing,2,0.00009
expression,2,0.00009
expressions,1,0.00005
extend,1,0.00005
extends,1,0.00005
extension,3,0.00014
extensive,1,0.00005
extent,7,0.00032
external,2,0.00009
extrinsic,1,0.00005
eye,9,0.00041
eyes,6,0.00028
f,11,0.00051
fabric,1,0.00005
face,1,0.00005
facility,1,0.00005
fact,108,0.00497
fact_,1,0.00005
facts,19,0.00087
faculty,1,0.00005
fail,2,0.00009
failed,2,0.00009
failing,1,0.00005
fails,3,0.00014
failure,4,0.00018
fainter,1,0.00005
faintness,1,0.00005
fairly,4,0.00018
fall,4,0.00018
fallacies,1,0.00005
fallacious,6,0.00028
fallacy,1,0.00005
fallible,1,0.00005
falls,1,0.00005
false,27,0.00124
falsehood,28,0.00129
falsehoods,2,0.00009
falsely,4,0.00018
falsified,1,0.00005
familiar,6,0.00028
familiarity,2,0.00009
family,1,0.00005
fancy,1,0.00005
far,27,0.00124
farther,1,0.00005
fast,1,0.00005
fatal,1,0.00005
favour,8,0.00037
favouritism,1,0.00005
fear,1,0.00005
fears,2,0.00009
features,1,0.00005
fed,1,0.00005
federal,2,0.00009
fee,8,0.00037
feeds,1,0.00005
feel,15,0.00069
feeling,5,0.00023
feelings,10,0.00046
feels,2,0.00009
fees,4,0.00018
felt,2,0.00009
fetters,1,0.00005
feverish,1,0.00005
figure,2,0.00009
file,1,0.00005
files,1,0.00005
finally,3,0.00014
financial,1,0.00005
find,39,0.00179
finding,6,0.00028
finds,4,0.00018
fine,1,0.00005
finite,3,0.00014
firm,2,0.00009
firmly,4,0.00018
first,58,0.00267
fit,3,0.00014
fitness,1,0.00005
five,3,0.00014
fix,1,0.00005
fixed,1,0.00005
flash,1,0.00005
fleeting,2,0.00009
foes,1,0.00005
follow,7,0.00032
followed,1,0.00005
following,12,0.00055
follows,22,0.00101
food,9,0.00041
foolish,1,0.00005
football,1,0.00005
force,1,0.00005
forced,4,0.00018
forces,1,0.00005
forget,1,0.00005
forgetting,1,0.00005
forgo,1,0.00005
forgotten,1,0.00005
forks,1,0.00005
form,36,0.00166
formal,1,0.00005
formally,1,0.00005
format,4,0.00018
formats,1,0.00005
formed,3,0.00014
former,4,0.00018
formerly,8,0.00037
forms,5,0.00023
forth,9,0.00041
fortress,1,0.00005
fortuitous,1,0.00005
fortune,1,0.00005
forty,1,0.00005
forward,2,0.00009
forwards,1,0.00005
fostered,1,0.00005
found,31,0.00143
foundation,27,0.00124
founder,2,0.00009
four,43,0.00198
fourth,1,0.00005
fragment,1,0.00005
fragmentary,3,0.00014
fragments,1,0.00005
framework,1,0.00005
free,13,0.00060
freedom,4,0.00018
freely,5,0.00023
french,2,0.00009
frequent,2,0.00009
fresh,8,0.00037
friend,1,0.00005
friend's,2,0.00009
friends,2,0.00009
frightened,1,0.00005
front,1,0.00005
fulfil,2,0.00009
fulfilled,5,0.00023
fulfilment,1,0.00005
fulfils,1,0.00005
full,15,0.00069
fully,6,0.00028
function,2,0.00009
fundamental,7,0.00032
future,26,0.00120
futures,6,0.00028
g,4,0.00018
gain,1,0.00005
garrison,1,0.00005
general,72,0.00331
generality,1,0.00005
generalization,5,0.00023
generalizations,6,0.00028
generally,17,0.00078
generations,2,0.00009
genuine,2,0.00009
genuinely,1,0.00005
geography,1,0.00005
geology,1,0.00005
geometry,5,0.00023
georg,1,0.00005
george,1,0.00005
german,8,0.00037
germany,2,0.00009
get,7,0.00032
gets,2,0.00009
getting,1,0.00005
ghost,3,0.00014
gilbert,1,0.00005
give,22,0.00101
given,33,0.00152
gives,18,0.00083
giving,11,0.00051
glance,1,0.00005
glasses,1,0.00005
globe,1,0.00005
go,11,0.00051
goals,1,0.00005
god,8,0.00037
god's,2,0.00009
goes,8,0.00037
going,2,0.00009
gone,1,0.00005
good,18,0.00083
goods,6,0.00028
goodwill,1,0.00005
gordon,1,0.00005
govern,2,0.00009
gradation,5,0.00023
gradations,1,0.00005
gradually,4,0.00018
grain,1,0.00005
granted,6,0.00028
grapple,1,0.00005
grasp,1,0.00005
gratefully,1,0.00005
gratuitous,1,0.00005
gravely,1,0.00005
gravitation,6,0.00028
great,28,0.00129
greater,16,0.00074
greatest,4,0.00018
greatly,2,0.00009
greatness,5,0.00023
greek,2,0.00009
greeks,1,0.00005
green,6,0.00028
greens,1,0.00005
greeny,1,0.00005
gross,3,0.00014
ground,10,0.00046
groundless,1,0.00005
grounds,11,0.00051
group,1,0.00005
grow,1,0.00005
growing,1,0.00005
grown,2,0.00009
growth,2,0.00009
guarantee,6,0.00028
guard,2,0.00009
guarded,1,0.00005
guide,1,0.00005
gutenberg,97,0.00446
gutenberg's,1,0.00005
habit,6,0.00028
habits,1,0.00005
habitual,1,0.00005
habitually,1,0.00005
hair,1,0.00005
half,3,0.00014
hallucinations,2,0.00009
halved,2,0.00009
halves,1,0.00005
hand,7,0.00032
handbooks,1,0.00005
happen,8,0.00037
happened,6,0.00028
happens,5,0.00023
happiness,1,0.00005
hard,9,0.00041
hardly,6,0.00028
hardness,6,0.00028
hardnesses,1,0.00005
harm,1,0.00005
harmless,1,0.00005
harmonious,3,0.00014
harmonize,2,0.00009
harmony,1,0.00005
hart,1,0.00005
hates,1,0.00005
hatred,1,0.00005
hatreds,1,0.00005
head,5,0.00023
hear,10,0.00046
heard,4,0.00018
hearing,4,0.00018
hears,2,0.00009
heartbeats,1,0.00005
heat,2,0.00009
heaven,1,0.00005
heavens,1,0.00005
hegel,7,0.00032
hegel's,1,0.00005
held,17,0.00078
help,8,0.00037
helpful,1,0.00005
hence,45,0.00207
henry,1,0.00005
heretofore,1,0.00005
hesitatingly,1,0.00005
hides,1,0.00005
hierarchy,2,0.00009
high,1,0.00005
higher,1,0.00005
highest,6,0.00028
highly,4,0.00018
hills,1,0.00005
hinder,1,0.00005
historian,1,0.00005
historic,1,0.00005
historical,2,0.00009
historically,1,0.00005
history,3,0.00014
hitherto,8,0.00037
hold,11,0.00051
holder,4,0.00018
holds,5,0.00023
home,1,0.00005
honour,1,0.00005
hoofs,1,0.00005
hooks,2,0.00009
hope,10,0.00046
hoped,1,0.00005
hopeless,1,0.00005
hopes,3,0.00014
horrors,1,0.00005
horse,2,0.00009
host,1,0.00005
hostile,2,0.00009
hot,1,0.00005
hour,2,0.00009
house,3,0.00014
houses,2,0.00009
however,38,0.00175
human,15,0.00069
hume,7,0.00032
hume's,1,0.00005
hundred,1,0.00005
hundreds,1,0.00005
hunger,3,0.00014
hungry,2,0.00009
hylas,3,0.00014
hypertext,1,0.00005
hypotheses,7,0.00032
hypothesis,5,0.00023
hypothetical,3,0.00014
i's,2,0.00009
idea,31,0.00143
idealism,6,0.00028
idealists,5,0.00023
ideas,37,0.00170
identical,5,0.00023
identification,1,0.00005
identify,2,0.00009
identity_,1,0.00005
ides,1,0.00005
ignorance,1,0.00005
ignorant,1,0.00005
ignored,2,0.00009
ii,1,0.00005
iii,1,0.00005
illumination,1,0.00005
illusoriness,1,0.00005
illusory,1,0.00005
illustrated,1,0.00005
illustrates,2,0.00009
illustration,6,0.00028
illustrations,1,0.00005
image,8,0.00037
imagination,7,0.00032
imagine,6,0.00028
imagined,2,0.00009
imagining,2,0.00009
immanuel,1,0.00005
immediate,21,0.00097
immediately,23,0.00106
immutable,1,0.00005
impaired,1,0.00005
impairs,1,0.00005
impartial,1,0.00005
impartiality,3,0.00014
impartially,1,0.00005
impenetrable,1,0.00005
imperceptible,2,0.00009
impersonal,1,0.00005
implied,6,0.00028
implies,3,0.00014
imply,2,0.00009
importance,18,0.00083
important,27,0.00124
impose,1,0.00005
imposed,2,0.00009
impossibility,5,0.00023
impossible,15,0.00069
impression,1,0.00005
imprisoned,1,0.00005
improbable,3,0.00014
inaccurate,1,0.00005
inadequate,2,0.00009
incapable,8,0.00037
incidental,1,0.00005
inclination,1,0.00005
inclined,2,0.00009
include,3,0.00014
included,10,0.00046
includes,1,0.00005
including,9,0.00041
incoherent,2,0.00009
incompatible,1,0.00005
incomplete,9,0.00041
incompleteness,3,0.00014
inconceivable,2,0.00009
inconsistencies,1,0.00005
inconsistency,1,0.00005
inconsistent,2,0.00009
increase,1,0.00005
increased,3,0.00014
increases,2,0.00009
increasing,1,0.00005
incredulous,1,0.00005
indeed,3,0.00014
indefinite,2,0.00009
indefinitely,1,0.00005
indemnify,1,0.00005
indemnity,1,0.00005
independence,1,0.00005
independent,19,0.00087
independently,10,0.00046
indestructible,1,0.00005
indicate,2,0.00009
indicated,1,0.00005
indicating,1,0.00005
indifferent,2,0.00009
indirect,1,0.00005
indirectly,2,0.00009
individual,6,0.00028
individually,2,0.00009
indubitable,5,0.00023
induction,15,0.00069
induction_,1,0.00005
inductive,19,0.00087
inevitable,1,0.00005
inexplicable,1,0.00005
infallibility,1,0.00005
infallible,3,0.00014
infancy,1,0.00005
infected,1,0.00005
infer,5,0.00023
inference,15,0.00069
inferences,5,0.00023
inferred,10,0.00046
inferring,1,0.00005
infinite,9,0.00041
infinitely,3,0.00014
infinitesimal,1,0.00005
infinitum_,1,0.00005
infinity,2,0.00009
inflected,1,0.00005
inflections,1,0.00005
influence,1,0.00005
information,9,0.00041
infringed,1,0.00005
infringement,1,0.00005
inhabitants,1,0.00005
inhabited,1,0.00005
inherent,1,0.00005
innate,4,0.00018
inner,2,0.00009
innocent,1,0.00005
innumerable,4,0.00018
inoperative,1,0.00005
inquire,1,0.00005
inquired,1,0.00005
inquiry,4,0.00018
insistence,2,0.00009
insistent,1,0.00005
insoluble,1,0.00005
inspiration,1,0.00005
instance,34,0.00156
instances,22,0.00101
instants,1,0.00005
instead,6,0.00028
instinctive,11,0.00051
instinctively,3,0.00014
instincts,1,0.00005
instrument,1,0.00005
insubstantial,1,0.00005
integers,6,0.00028
intellect,5,0.00023
intellectual,3,0.00014
intelligent,1,0.00005
intended,1,0.00005
intently,1,0.00005
interact,1,0.00005
interaction,2,0.00009
interest,7,0.00032
interesting,9,0.00041
interests,5,0.00023
interfere,2,0.00009
interferes,1,0.00005
intermediary,1,0.00005
intermediate,2,0.00009
internal,2,0.00009
international,1,0.00005
interpret,1,0.00005
interpretation,2,0.00009
interpreted,1,0.00005
interrelation,1,0.00005
interrupted,1,0.00005
intervening,2,0.00009
intrinsic,9,0.00041
intrinsically,4,0.00018
introduce,1,0.00005
introspection,2,0.00009
intuitive,21,0.00097
intuitively,1,0.00005
invalidity,1,0.00005
invent,2,0.00009
invented,1,0.00005
inventing,1,0.00005
invention,1,0.00005
inventions,1,0.00005
investigation,2,0.00009
investigations,1,0.00005
invites,1,0.00005
involve,15,0.00069
involved,19,0.00087
involves,8,0.00037
involving,6,0.00028
iron,5,0.00023
irrefutable,1,0.00005
irrelevant,5,0.00023
irs,1,0.00005
isolated,2,0.00009
isolation,1,0.00005
issue,2,0.00009
itself'1,1,0.00005
iv,3,0.00014
ix,2,0.00009
j,1,0.00005
joint,1,0.00005
jones,7,0.00032
judge,12,0.00055
judged,2,0.00009
judgement,40,0.00184
judgements,23,0.00106
judges,5,0.00023
judging,11,0.00051
julius,4,0.00018
june,1,0.00005
justice,4,0.00018
justification,3,0.00014
justified,4,0.00018
justify,3,0.00014
justly,1,0.00005
kant,19,0.00087
kant's,6,0.00028
kantian,1,0.00005
keener,1,0.00005
keep,5,0.00023
keeping,2,0.00009
keeps,1,0.00005
keynes,1,0.00005
killed,1,0.00005
kind,45,0.00207
kinds,11,0.00051
king,3,0.00014
king's,1,0.00005
knew,4,0.00018
knits,1,0.00005
knitting,2,0.00009
knives,1,0.00005
know,162,0.00745
knowable,1,0.00005
knowing,14,0.00064
knowledge,306,0.01407
known,89,0.00409
knows,3,0.00014
knuckles,2,0.00009
königsberg,1,0.00005
labours,2,0.00009
laid,2,0.00009
lake,1,0.00005
language,3,0.00014
lapse,1,0.00005
large,5,0.00023
largely,6,0.00028
larger,1,0.00005
last,18,0.00083
late,6,0.00028
later,8,0.00037
latin,1,0.00005
latter,4,0.00018
launched,1,0.00005
law,53,0.00244
laws,33,0.00152
lay,1,0.00005
lead,3,0.00014
leads,2,0.00009
learn,7,0.00032
learning,3,0.00014
learnt,1,0.00005
least,28,0.00129
leaves,4,0.00018
leaving,2,0.00009
led,14,0.00064
left,9,0.00041
legal,2,0.00009
legally,1,0.00005
legitimately,1,0.00005
leibniz,8,0.00037
length,1,0.00005
less,47,0.00216
let,16,0.00074
letters,4,0.00018
level,1,0.00005
liability,3,0.00014
liable,5,0.00023
liberating,1,0.00005
liberation,1,0.00005
liberator,1,0.00005
liberty,1,0.00005
library,2,0.00009
license,18,0.00083
licensed,1,0.00005
lies,1,0.00005
lieu,2,0.00009
life,32,0.00147
light,23,0.00106
lightning,5,0.00023
like,40,0.00184
likelihood,2,0.00009
likely,5,0.00023
limit,3,0.00014
limitation,4,0.00018
limitations,1,0.00005
limited,9,0.00041
limiting,1,0.00005
limits,5,0.00023
line,7,0.00032
linked,1,0.00005
links,3,0.00014
lips,1,0.00005
listen,2,0.00009
literary,13,0.00060
little,3,0.00014
live,1,0.00005
lived,3,0.00014
lives,2,0.00009
living,4,0.00018
located,7,0.00032
locations,1,0.00005
locke,1,0.00005
logic,30,0.00138
logical,23,0.00106
logically,11,0.00051
logician,1,0.00005
london,11,0.00051
long,19,0.00087
longer,5,0.00023
longest,1,0.00005
look,18,0.00083
looked,1,0.00005
looking,5,0.00023
looks,5,0.00023
loose,1,0.00005
loosen,1,0.00005
lot,1,0.00005
loud,1,0.00005
love,11,0.00051
loves,18,0.00083
loving,7,0.00032
lower,2,0.00009
lowest,1,0.00005
luck,2,0.00009
luminously,1,0.00005
lying,1,0.00005
machine,1,0.00005
made,19,0.00087
magnifies,1,0.00005
mail,1,0.00005
main,7,0.00032
mainly,2,0.00009
maintain,1,0.00005
maintained,7,0.00032
maintaining,1,0.00005
majority,1,0.00005
make,53,0.00244
makes,21,0.00097
making,5,0.00023
man,52,0.00239
man's,11,0.00051
manager,1,0.00005
mankind,2,0.00009
manner,5,0.00023
many,62,0.00285
map,2,0.00009
march,1,0.00005
marching,1,0.00005
mark,2,0.00009
marked,2,0.00009
marriage,1,0.00005
mask,5,0.00023
mass,2,0.00009
match,1,0.00005
material,5,0.00023
mathematical,4,0.00018
mathematician,3,0.00014
mathematicians,3,0.00014
mathematics,7,0.00032
mathematics_,1,0.00005
matter,46,0.00212
matters,6,0.00028
maximum,1,0.00005
may,172,0.00791
meal,2,0.00009
mean,25,0.00115
meaning,11,0.00051
meanings,1,0.00005
means,36,0.00166
meant,9,0.00041
measure,3,0.00014
medium,8,0.00037
meet,3,0.00014
melt,1,0.00005
memories,2,0.00009
memory,23,0.00106
men,36,0.00166
men's,1,0.00005
mental,35,0.00161
mention,1,0.00005
merchantability,1,0.00005
mercilessly,1,0.00005
mere,18,0.00083
merely,32,0.00147
merest,1,0.00005
merges,1,0.00005
merit,2,0.00009
merits,1,0.00005
met,3,0.00014
metaphorically,1,0.00005
metaphysic_,1,0.00005
metaphysical,4,0.00018
metaphysician,2,0.00009
metaphysicians,2,0.00009
metaphysics,4,0.00018
method,7,0.00032
methodical,2,0.00009
methods,2,0.00009
michael,1,0.00005
microscope,4,0.00018
middle,1,0.00005
middle_,1,0.00005
midst,1,0.00005
might,37,0.00170
miles,1,0.00005
million,1,0.00005
mind,85,0.00391
mind's,2,0.00009
minds,50,0.00230
mineralogist,1,0.00005
minister,3,0.00014
minister's,3,0.00014
minor,1,0.00005
minute,2,0.00009
minutes,4,0.00018
miracle,1,0.00005
misery,1,0.00005
misleading,6,0.00028
misleadingness,1,0.00005
mission,4,0.00018
mississippi,1,0.00005
mistake,1,0.00005
mistaken,4,0.00018
mistakes,1,0.00005
misunderstanding,1,0.00005
mitigate,1,0.00005
mode,1,0.00005
modern,6,0.00028
modest,2,0.00009
modification,1,0.00005
modifications,1,0.00005
modified,2,0.00009
modify,1,0.00005
moment,14,0.00064
momentary,1,0.00005
moments,2,0.00009
monadology_,1,0.00005
money,3,0.00014
month,1,0.00005
moon,2,0.00009
moore,1,0.00005
moreover,6,0.00028
morning,2,0.00009
morrow,11,0.00051
mortal,19,0.00087
mortality,1,0.00005
mortals,2,0.00009
motion,18,0.00083
motions,6,0.00028
move,2,0.00009
moved,1,0.00005
movements,1,0.00005
mr,4,0.00018
much,32,0.00147
multiplication,1,0.00005
multiplicity,1,0.00005
multiplied,3,0.00014
murray,1,0.00005
musical,1,0.00005
must,169,0.00777
mutually,1,0.00005
mysterious,3,0.00014
mystic,1,0.00005
mystical,1,0.00005
mysticism,1,0.00005
n,1,0.00005
naked,3,0.00014
name,18,0.00083
named,4,0.00018
namely,22,0.00101
names,3,0.00014
narrow,6,0.00028
nation,1,0.00005
native,1,0.00005
natural,14,0.00064
naturally,9,0.00041
nature,58,0.00267
naval,2,0.00009
near,3,0.00014
nearer,5,0.00023
nearest,1,0.00005
nearly,6,0.00028
nearness,1,0.00005
necessarily,6,0.00028
necessary,24,0.00110
necessity,7,0.00032
neck,3,0.00014
need,8,0.00037
needed,3,0.00014
needs,1,0.00005
negative,2,0.00009
neglect,2,0.00009
neglecting,1,0.00005
negligence,1,0.00005
negligible,1,0.00005
neither,9,0.00041
nerves,2,0.00009
network,1,0.00005
neutral,4,0.00018
never,39,0.00179
nevertheless,9,0.00041
new,10,0.00046
newness,1,0.00005
news,1,0.00005
newsletter,1,0.00005
newspaper,3,0.00014
newspapers,1,0.00005
newton's,1,0.00005
next,19,0.00087
night,2,0.00009
ninety,1,0.00005
nobody,1,0.00005
noise,4,0.00018
noises,1,0.00005
nominative,1,0.00005
non,5,0.00023
none,3,0.00014
nonproprietary,1,0.00005
nook,1,0.00005
normal,4,0.00018
north,11,0.00051
notably,2,0.00009
note,1,0.00005
noted,4,0.00018
noteworthy,1,0.00005
nothing,34,0.00156
notice,5,0.00023
noticed,2,0.00009
noticing,1,0.00005
notifies,1,0.00005
notion,3,0.00014
notions,1,0.00005
notoriously,2,0.00009
nouns,1,0.00005
nourishing,2,0.00009
novelist,1,0.00005
nowadays,1,0.00005
nowhen,1,0.00005
nowhere,1,0.00005
number,21,0.00097
numbers,2,0.00009
numerous,1,0.00005
object,105,0.00483
objection,4,0.00018
objectionable,1,0.00005
objections,5,0.00023
objective,1,0.00005
objects,95,0.00437
oblivious,1,0.00005
oblong,2,0.00009
obscure,1,0.00005
observation,3,0.00014
observe,1,0.00005
observed,6,0.00028
observing,1,0.00005
obsolete,1,0.00005
obstacle,1,0.00005
obstacles,1,0.00005
obstinate,1,0.00005
obtain,8,0.00037
obtained,12,0.00055
obtaining,3,0.00014
obtuse,1,0.00005
obvious,10,0.00046
obviously,16,0.00074
obviousness,2,0.00009
occasion,2,0.00009
occupant,1,0.00005
occupied,3,0.00014
occupies,2,0.00009
occupy,5,0.00023
occupying,1,0.00005
occur,7,0.00032
occurred,2,0.00009
occurrence,4,0.00018
occurring,2,0.00009
occurs,4,0.00018
odd,1,0.00005
offers,3,0.00014
office,1,0.00005
official,3,0.00014
often,25,0.00115
oftener,1,0.00005
old,4,0.00018
omission,1,0.00005
one,156,0.00717
ones,1,0.00005
oneself,1,0.00005
online,4,0.00018
opaque,1,0.00005
open,5,0.00023
opening,1,0.00005
operated,1,0.00005
operation,5,0.00023
operative,1,0.00005
opinion,14,0.00064
opinion_,1,0.00005
opinions,3,0.00014
opportunities,1,0.00005
opportunity,1,0.00005
opposed,14,0.00064
opposing,2,0.00009
opposite,10,0.00046
opposites,1,0.00005
opposition,3,0.00014
orator,1,0.00005
order,37,0.00170
orderly,1,0.00005
orders,1,0.00005
ordinary,7,0.00032
ordnance,1,0.00005
org,9,0.00041
organism,2,0.00009
organization,2,0.00009
organized,1,0.00005
organizing,1,0.00005
organs,3,0.00014
origin,1,0.00005
original,2,0.00009
originally,1,0.00005
originator,1,0.00005
othello,18,0.00083
othello's,2,0.00009
others,15,0.00069
otherwise,9,0.00041
ought,9,0.00041
outcome,1,0.00005
outdated,1,0.00005
outer,8,0.00037
outline,2,0.00009
outlines,1,0.00005
outside,15,0.00069
outward,1,0.00005
oval,1,0.00005
overlooked,2,0.00009
owed,1,0.00005
owing,5,0.00023
owner,4,0.00018
owns,2,0.00009
page,5,0.00023
pages,2,0.00009
paid,6,0.00028
pain,2,0.00009
painfully,1,0.00005
painter,3,0.00014
pair,3,0.00014
pairs,4,0.00018
pale,2,0.00009
palpable,1,0.00005
paper,2,0.00009
papers,1,0.00005
paperwork,1,0.00005
paradoxes,1,0.00005
paradoxical,1,0.00005
paragraph,11,0.00051
paragraphs,3,0.00014
parallel,2,0.00009
part,31,0.00143
partake,2,0.00009
partial,3,0.00014
partially,1,0.00005
participate,2,0.00009
participation,2,0.00009
particular,74,0.00340
particularity,2,0.00009
particularly,2,0.00009
particulars,26,0.00120
partly,6,0.00028
parts,27,0.00124
party,1,0.00005
pass,10,0.00046
passage,1,0.00005
passes,1,0.00005
passing,2,0.00009
past,36,0.00166
patch,10,0.00046
patches,3,0.00014
pausing,1,0.00005
pay,1,0.00005
paying,3,0.00014
payments,3,0.00014
peace,1,0.00005
peculiar,1,0.00005
peculiarly,1,0.00005
people,38,0.00175
people's,8,0.00037
perceive,12,0.00055
perceived,8,0.00037
perceiving,3,0.00014
perception,12,0.00055
perceptions,6,0.00028
percipient,2,0.00009
perfect,3,0.00014
perfection,1,0.00005
perfectly,6,0.00028
perform,3,0.00014
performances,1,0.00005
performed,6,0.00028
performing,3,0.00014
perhaps,12,0.00055
periodic,1,0.00005
permanence,1,0.00005
permanent,7,0.00032
permission,6,0.00028
permitted,2,0.00009
perpendiculars,3,0.00014
perpetual,1,0.00005
persists,3,0.00014
person,33,0.00152
personal,4,0.00018
persons,1,0.00005
perspective,1,0.00005
persuade,2,0.00009
persuaded,1,0.00005
persuading,1,0.00005
perturbed,1,0.00005
pg,1,0.00005
pglaf,1,0.00005
phantasmagoria,1,0.00005
phenomena,9,0.00041
phenomenon,2,0.00009
philonous,2,0.00009
philonous_,1,0.00005
philosopher,10,0.00046
philosopher's,1,0.00005
philosophers,37,0.00170
philosophic,8,0.00037
philosophical,12,0.00055
philosophies,2,0.00009
philosophize,1,0.00005
philosophy,85,0.00391
phrase,9,0.00041
physical,101,0.00464
physics,1,0.00005
physiological,1,0.00005
physiology,1,0.00005
piece,10,0.00046
piecemeal,2,0.00009
pink,1,0.00005
place,16,0.00074
placed,3,0.00014
places,4,0.00018
placing,1,0.00005
plain,17,0.00078
plainly,4,0.00018
plan,2,0.00009
plane,1,0.00005
planet,1,0.00005
plato,8,0.00037
plato's,3,0.00014
plausibility,1,0.00005
playing,1,0.00005
please,3,0.00014
pleasure,2,0.00009
poet,2,0.00009
point,34,0.00156
pointed,1,0.00005
points,14,0.00064
poison,2,0.00009
poisonous,1,0.00005
position,8,0.00037
positions,4,0.00018
positive,4,0.00018
positively,1,0.00005
possess,1,0.00005
possessed,1,0.00005
possession,1,0.00005
possibilities,7,0.00032
possibility,9,0.00041
possible,57,0.00262
possibly,4,0.00018
posted,4,0.00018
poverty,1,0.00005
power,10,0.00046
powerful,2,0.00009
powerlessness,1,0.00005
powers,1,0.00005
practical,7,0.00032
practically,3,0.00014
practice,1,0.00005
practised,1,0.00005
pre,1,0.00005
preceded,2,0.00009
preceding,9,0.00041
precise,7,0.00032
precisely,1,0.00005
predicate,3,0.00014
preface,1,0.00005
prefer,4,0.00018
preferable,1,0.00005
prejudices,7,0.00032
preliminary,3,0.00014
premiss,6,0.00028
premisses,15,0.00069
prepare,2,0.00009
preparing,1,0.00005
prepositions,6,0.00028
preposterous,2,0.00009
prescribe,1,0.00005
presence,1,0.00005
present,31,0.00143
presented,1,0.00005
presenting,2,0.00009
presents,1,0.00005
preservation,1,0.00005
preserve,3,0.00014
press,3,0.00014
pressing,1,0.00005
pressure,1,0.00005
pressures,1,0.00005
presume,2,0.00009
presumption,1,0.00005
presupposed,1,0.00005
presupposes,3,0.00014
pretty,1,0.00005
prevent,1,0.00005
prevents,2,0.00009
previous,11,0.00051
previously,1,0.00005
primarily,3,0.00014
prime,6,0.00028
primitive,1,0.00005
principle,54,0.00248
principles,50,0.00230
print,4,0.00018
printed,3,0.00014
priori_,56,0.00258
prison,2,0.00009
privacy,2,0.00009
private,21,0.00097
probability,18,0.00083
probable,20,0.00092
probably,8,0.00037
problem,17,0.00078
problems,15,0.00069
proceed,7,0.00032
proceeded,1,0.00005
proceeds,1,0.00005
process,9,0.00041
processes,1,0.00005
processing,1,0.00005
produce,4,0.00018
produced,4,0.00018
produces,3,0.00014
producing,1,0.00005
product,6,0.00028
production,1,0.00005
products,1,0.00005
profess,1,0.00005
professor,2,0.00009
profit,2,0.00009
profitable,1,0.00005
profited,1,0.00005
profits,1,0.00005
profoundest,1,0.00005
progress,1,0.00005
progressively,1,0.00005
prohibition,1,0.00005
project,89,0.00409
prolonged,1,0.00005
prominently,4,0.00018
promote,1,0.00005
promoting,2,0.00009
promotion,1,0.00005
pronounce,1,0.00005
pronouns,2,0.00009
proof,10,0.00046
proofread,1,0.00005
proofs,2,0.00009
proper,5,0.00023
properly,2,0.00009
properties,16,0.00074
property,19,0.00087
proportion,2,0.00009
proposed,1,0.00005
proposition,61,0.00281
propositions,30,0.00138
proprietary,1,0.00005
protect,2,0.00009
protected,5,0.00023
prove,26,0.00120
proved,18,0.00083
provide,8,0.00037
provided,11,0.00051
providing,5,0.00023
proving,2,0.00009
provision,1,0.00005
provisionally,1,0.00005
provisions,1,0.00005
prudent,1,0.00005
prussia,1,0.00005
psychological,5,0.00023
psychologically,1,0.00005
psychology,1,0.00005
public,9,0.00041
punitive,1,0.00005
pure,11,0.00051
purely,6,0.00028
purpose,5,0.00023
purposes,2,0.00009
pursue,1,0.00005
pursuit,2,0.00009
pushed,1,0.00005
put,5,0.00023
puts,1,0.00005
puzzling,1,0.00005
qualities,6,0.00028
quality,11,0.00051
question,59,0.00271
questions,27,0.00124
quibbling,1,0.00005
quickly,1,0.00005
quite,32,0.00147
race,2,0.00009
radically,6,0.00028
raised,5,0.00023
raises,6,0.00028
range,1,0.00005
ranging,1,0.00005
rap,2,0.00009
rapping,1,0.00005
rash,2,0.00009
rate,10,0.00046
rather,17,0.00078
rational,2,0.00009
rationalist,1,0.00005
rationalists,9,0.00041
rationality,1,0.00005
ray,2,0.00009
reach,7,0.00032
reached,2,0.00009
reaches,3,0.00014
reaching,2,0.00009
read,6,0.00028
readable,2,0.00009
reader,2,0.00009
readers,1,0.00005
readily,2,0.00009
reading,4,0.00018
ready,2,0.00009
real,53,0.00244
